Cuenta,Código QR,OLT,FSP,Latitud,Longitud,Ubicacion,Puerto N2,Estatus  
0107343100,TP649147,HEROES_TECAMAC_DF,0/4/9,19.622463,-99.040963,Poste,6,ACTIVA
0107343683,TP618596,HEROES_TECAMAC_DF,0/15/7,19.629237,-99.043297,Poste,3,ACTIVA
0107344062,TP578233,SAN_CRISTOBAL_DF,0/1/4,19.632187,-99.067266,Poste,11,ACTIVA
0107344825,TP651754,SAN_CRISTOBAL_DF,0/11/12,19.633237,-99.075393,Poste,1,ACTIVA
0107344976,TP885415,SAN_CRISTOBAL_DF,0/15/14,19.632187,-99.062672,Poste,3,ACTIVA
0107345470,TP632248,HEROES_TECAMAC_DF,0/12/5,19.639938,-99.041234,Poste,15,ACTIVA
0107345525,TP579702,SAN_CRISTOBAL_DF,0/4/13,19.621938,-99.053609,Poste,6,ACTIVA
0107345773,TP647609,SAN_PEDRO_ATZOMPA_DF,0/2/14,19.672928,-99.008444,Poste,6,ACTIVA
0107346528,TP579884,SAN_CRISTOBAL_DF,0/13/11,19.617638,-99.053203,Poste,7,ACTIVA
0107346536,TP631635,AZCATEPEC_DF,0/1/8,19.685715,-98.963516,Poste,16,ACTIVA
0107346629,TP457281,ESPUELAS_DF,0/4/10,19.680412,-99.028234,Poste,2,ACTIVA
0107346837,TP579121,SAN_CRISTOBAL_2_DF,0/2/11,19.613012,-99.083109,Poste,5,ACTIVA
0107346934,TP631680,AZCATEPEC_DF,0/2/14,19.723287,-98.968703,Poste,3,ACTIVA
0107347195,TP532772,SAN_PEDRO_ATZOMPA_DF,0/3/8,19.681238,-99.016672,Poste,8,ACTIVA
0107347207,TP445528,SAN_PEDRO_ATZOMPA_DF,0/3/11,19.680939,-98.999734,Poste,2,ACTIVA
0107347270,TP584697,CHICONAUTLA_DF,0/2/15,19.632674,-99.020476,Poste,2,ACTIVA
0107347461,TP631792,AZCATEPEC_DF,0/7/3,19.682887,-98.962328,Poste,12,ACTIVA
0107347474,TP644597,SAN_CRISTOBAL_2_DF,0/3/6,19.612121,-99.082048,Poste,3,ACTIVA
0107347524,TP582973,SAN_PEDRO_ATZOMPA_DF,0/6/4,19.679712,-99.001487,Poste,5,ACTIVA
0107348008,TP632220,HEROES_TECAMAC_DF,0/14/12,19.610538,-99.037172,Poste,9,ACTIVA
0107348845,TP652420,SAN_CRISTOBAL_DF,0/13/8,19.620787,-99.051703,Poste,6,ACTIVA
0107349002,TP644707,AZCATEPEC_DF,0/7/1,19.673148,-98.957758,Poste,4,ACTIVA
0107349214,TP584866,CHICONAUTLA_DF,0/11/7,19.633438,-99.017359,Poste,9,ACTIVA
0107349485,TP584192,HEROES_TECAMAC_DF,0/16/14,19.635587,-99.034828,Poste,16,ACTIVA
0107349593,TP415815,CHICONAUTLA_DF,0/2/15,19.632171,-99.019889,Poste,7,ACTIVA
0107349604,TP652675,SAN_CRISTOBAL_DF,0/8/4,19.614043,-99.058459,Poste,13,ACTIVA
0107349780,TP631680,AZCATEPEC_DF,0/2/14,19.723287,-98.968703,Poste,4,ACTIVA
0107350138,TP583766,HEROES_TECAMAC_DF,0/15/8,19.620239,-99.032484,Poste,2,ACTIVA
0107350210,TP651752,SAN_CRISTOBAL_DF,0/3/0,19.627661,-99.073404,Poste,1,ACTIVA
0107350382,TP444931,AZCATEPEC_DF,0/3/3,19.720765,-98.980093,Poste,12,ACTIVA
0107350414,TP582718,AZCATEPEC_DF,0/2/2,19.692911,-98.977396,Poste,1,ACTIVA
0107350564,TP457277,ESPUELAS_DF,0/4/10,19.680537,-99.029641,Poste,6,ACTIVA
0107351379,TP444947,AZCATEPEC_DF,0/7/4,19.673613,-98.955234,Poste,2,ACTIVA
0107352192,TP652285,SAN_CRISTOBAL_2_DF,0/2/6,19.610088,-99.067672,Poste,12,ACTIVA
0107352197,TP583136,HEROES_TECAMAC_DF,0/15/2,19.626872,-99.040166,Poste,11,ACTIVA
0107352202,TP618570,HEROES_TECAMAC_DF,0/15/0,19.632013,-99.026486,Poste,6,ACTIVA
0107352798,TP415787,CHICONAUTLA_DF,0/3/9,19.617356,-99.020335,Poste,12,ACTIVA
0107352895,TP644697,ESPUELAS_DF,0/6/0,19.684837,-99.027547,Poste,1,ACTIVA
0107352999,TP464914,SAN_CRISTOBAL_DF,0/1/2,19.626518,-99.06553,Poste,4,ACTIVA
0107353198,TP584216,HEROES_TECAMAC_DF,0/12/3,19.638231,-99.038689,Poste,2,ACTIVA
0107353202,TP644697,ESPUELAS_DF,0/6/0,19.684837,-99.027547,Poste,13,ACTIVA
0107353227,TP584869,CHICONAUTLA_DF,0/1/6,19.643937,-99.012438,Poste,6,ACTIVA
0107353302,TP648321,HEROES_TECAMAC_2_DF,0/1/14,19.636662,-99.022609,Poste,12,ACTIVA
0107353361,TP426747,CHICONAUTLA_DF,0/1/0,19.641162,-99.008172,Poste,2,ACTIVA
0107353367,TP416067,ESPUELAS_DF,0/2/3,19.671812,-99.030016,Poste,2,ACTIVA
0107353517,TP791489,HEROES_TECAMAC_DF,0/4/14,19.616966,-99.032568,Edificio,8,ACTIVA
0107353566,TP646439,HEROES_TECAMAC_DF,0/14/9,19.635037,-99.046797,Poste,9,ACTIVA
0107353996,TP415808,CHICONAUTLA_DF,0/1/13,19.628713,-99.018734,Poste,10,ACTIVA
0107354025,TP651243,SAN_CRISTOBAL_DF,0/14/8,19.618064,-99.068641,Poste,6,ACTIVA
0107355071,TP792038,SAN_CRISTOBAL_2_DF,0/2/10,19.614939,-99.077852,Poste,4,ACTIVA
0107355117,TP457074,ESPUELAS_DF,0/3/3,19.670435,-99.011034,Poste,1,ACTIVA
0107355239,TP791140,HEROES_TECAMAC_DF,0/7/0,19.632263,-99.045078,Poste,16,ACTIVA
0107355247,TP652950,SAN_CRISTOBAL_DF,0/7/4,19.626238,-99.063953,Poste,14,INACTIVA
0107355323,TP582038,AZCATEPEC_DF,0/2/15,19.715113,-98.971391,Poste,1,ACTIVA
0107355669,TP884384,CHICONAUTLA_DF,0/12/2,19.618612,-99.017953,Poste,1,ACTIVA
0107356292,TP651349,SAN_CRISTOBAL_DF,0/14/8,19.615695,-99.068082,Poste,3,ACTIVA
0107356585,TP583962,HEROES_TECAMAC_DF,0/16/11,19.639053,-99.044805,Poste,6,ACTIVA
0107356702,TP649021,CHICONAUTLA_DF,0/4/3,19.623712,-99.012109,Poste,4,ACTIVA
0107356922,TP652226,SAN_CRISTOBAL_DF,0/5/12,19.615606,-99.052844,Poste,9,ACTIVA
0107357001,TP644570,ESPUELAS_DF,0/8/15,19.656088,-99.037235,Poste,14,ACTIVA
0107357085,TP582638,AZCATEPEC_DF,0/1/12,19.682463,-98.975828,Poste,8,ACTIVA
0107357142,TP582772,AZCATEPEC_DF,0/8/3,19.710663,-98.971828,Poste,3,ACTIVA
0107357220,TP631678,AZCATEPEC_DF,0/2/14,19.721188,-98.971313,Poste,1,ACTIVA
0107357269,TP967463,SAN_CRISTOBAL_2_DF,0/3/4,19.615288,-99.075234,Poste,11,ACTIVA
0107357370,TP791551,HEROES_TECAMAC_DF,0/6/14,19.633029,-99.04548,Poste,16,ACTIVA
0107357773,TP651163,SAN_CRISTOBAL_DF,0/13/14,19.620687,-99.082937,Poste,2,ACTIVA
0107357780,TP444824,ESPUELAS_DF,0/2/7,19.672118,-99.036086,Poste,6,ACTIVA
0107357931,TP582806,AZCATEPEC_DF,0/1/15,19.683588,-98.969578,Poste,6,ACTIVA
0107358040,TP632248,HEROES_TECAMAC_DF,0/12/5,19.639938,-99.041234,Poste,16,ACTIVA
0107358602,TP649110,HEROES_TECAMAC_DF,0/4/7,19.620537,-99.041485,Poste,1,ACTIVA
0107358780,TP532970,AZCATEPEC_DF,0/3/4,19.685963,-98.962922,Poste,8,ACTIVA
0107359658,TP651759,SAN_CRISTOBAL_DF,0/11/12,19.635988,-99.073734,Poste,3,ACTIVA
0107359761,TP791665,CHICONAUTLA_DF,0/4/3,19.623063,-99.011641,Poste,14,ACTIVA
0107359858,TP584488,CHICONAUTLA_DF,0/8/6,19.621038,-99.025391,Poste,5,ACTIVA
0107360020,TP444828,ESPUELAS_DF,0/1/13,19.681837,-99.039953,Poste,10,ACTIVA
0107360893,TP631660,AZCATEPEC_DF,0/3/0,19.715588,-98.97314,Poste,7,ACTIVA
0107360953,TP582772,AZCATEPEC_DF,0/8/3,19.710663,-98.971828,Poste,12,ACTIVA
0107361346,TP884159,HEROES_TECAMAC_DF,0/15/1,19.635578,-99.031846,Edificio,1,ACTIVA
0107361666,TP537685,SAN_CRISTOBAL_DF,0/13/1,19.620662,-99.082484,Poste,2,ACTIVA
0107361786,TP583587,CHICONAUTLA_DF,0/7/10,19.619712,-99.024453,Poste,5,INACTIVA
0107361840,TP582959,SAN_PEDRO_ATZOMPA_DF,0/2/11,19.674942,-99.003589,Poste,1,ACTIVA
0107361939,TP644846,EMBAJADA_DF,0/4/15,19.679456,-99.037984,Poste,1,ACTIVA
0107362122,TP457133,SAN_PEDRO_ATZOMPA_DF,0/5/14,19.685237,-99.000484,Poste,14,ACTIVA
0107362147,TP457047,AZCATEPEC_DF,0/1/0,19.689062,-98.976891,Poste,1,ACTIVA
0107362562,TP445139,SAN_PEDRO_ATZOMPA_DF,0/1/14,19.679063,-98.987484,Poste,1,ACTIVA
0107362573,TP791557,HEROES_TECAMAC_DF,0/7/0,19.632942,-99.044885,Edificio,5,ACTIVA
0107362592,TP415811,CHICONAUTLA_DF,0/7/13,19.623112,-99.020109,Poste,3,ACTIVA
0107362820,TP792046,SAN_CRISTOBAL_2_DF,0/2/15,19.616663,-99.072765,Poste,5,ACTIVA
0107363217,TP457245,ESPUELAS_DF,0/1/11,19.680103,-99.037956,Poste,5,ACTIVA
0107363272,TP584057,HEROES_TECAMAC_DF,0/3/1,19.627249,-99.045637,Poste,4,ACTIVA
0107363822,TP631635,AZCATEPEC_DF,0/1/8,19.685715,-98.963516,Poste,2,ACTIVA
0107363998,TP880941,SAN_PEDRO_ATZOMPA_DF,0/5/9,19.680084,-98.982608,Poste,4,ACTIVA
0107364044,TP582588,AZCATEPEC_DF,0/2/11,19.713487,-98.964797,Poste,11,ACTIVA
0107364170,TP582597,AZCATEPEC_DF,0/2/10,19.714513,-98.968203,Poste,4,ACTIVA
0107364528,TP583968,HEROES_TECAMAC_DF,0/16/11,19.638513,-99.042985,Poste,9,ACTIVA
0107364821,TP582489,AZCATEPEC_DF,0/2/13,19.721008,-98.963327,Poste,4,ACTIVA
0107365182,TP647417,AZCATEPEC_DF,0/2/1,19.699787,-98.972734,Poste,6,ACTIVA
0107365197,TP618549,HEROES_TECAMAC_DF,0/12/1,19.636263,-99.037609,Poste,5,ACTIVA
0107365309,TP426756,CHICONAUTLA_DF,0/3/0,19.623894,-99.022032,Poste,12,ACTIVA
0107365921,TP792241,SAN_CRISTOBAL_DF,0/13/15,19.621164,-99.083859,Poste,6,ACTIVA
0107366079,TP880939,ESPUELAS_DF,0/4/8,19.658709,-99.013875,Subterráneo,12,ACTIVA
0107366221,TP426697,CHICONAUTLA_DF,0/12/1,19.625205,-99.009485,Poste,5,ACTIVA
0107366324,TP631665,AZCATEPEC_DF,0/3/0,19.711663,-98.977422,Poste,6,ACTIVA
0107366365,TP415632,CHICONAUTLA_DF,0/1/12,19.628224,-99.020674,Poste,10,ACTIVA
0107366434,TP416005,ESPUELAS_DF,0/1/5,19.678337,-99.029797,Poste,2,ACTIVA
0107366702,TP584612,CHICONAUTLA_DF,0/3/9,19.617363,-99.020266,Poste,7,ACTIVA
0107366935,TP618418,HEROES_TECAMAC_DF,0/2/10,19.627412,-99.037672,Poste,1,ACTIVA
0107367116,TP583735,HEROES_TECAMAC_DF,0/15/4,19.630668,-99.038352,Poste,14,ACTIVA
0107367604,TP794533,SAN_CRISTOBAL_DF,0/13/12,19.61587,-99.077409,Poste,10,ACTIVA
0107368403,TP532530,ESPUELAS_DF,0/4/2,19.647888,-99.008484,Poste,15,ACTIVA
0107369928,TP583144,HEROES_TECAMAC_DF,0/15/2,19.626229,-99.041222,Poste,6,ACTIVA
0107370304,TP632327,HEROES_TECAMAC_DF,0/6/3,19.626563,-99.026484,Poste,11,ACTIVA
0107370694,TP426734,CHICONAUTLA_DF,0/6/12,19.634112,-99.017078,Poste,16,ACTIVA
0107370701,TP415902,CHICONAUTLA_DF,0/11/13,19.644463,-99.008203,Poste,9,ACTIVA
0107370795,TP794216,SAN_CRISTOBAL_DF,0/16/5,19.637588,-99.078828,Poste,6,ACTIVA
0107370911,TP791647,EMBAJADA_DF,0/4/15,19.656888,-98.997547,Poste,8,ACTIVA
0107371091,TP632333,HEROES_TECAMAC_DF,0/2/3,19.625681,-99.027211,Poste,3,ACTIVA
0107371667,TP652722,SAN_CRISTOBAL_DF,0/13/12,19.616107,-99.077084,Poste,9,ACTIVA
0107372165,TP444931,AZCATEPEC_DF,0/3/3,19.720765,-98.980093,Poste,2,ACTIVA
0107372514,TP415943,CHICONAUTLA_DF,0/6/8,19.639012,-99.007234,Poste,8,ACTIVA
0107372593,TP532466,AZCATEPEC_DF,0/2/7,19.709373,-98.972401,Poste,3,ACTIVA
0107372639,TP794048,SAN_CRISTOBAL_2_DF,0/2/0,19.606684,-99.062141,Poste,7,ACTIVA
0107372847,TP794943,SAN_CRISTOBAL_DF,0/15/9,19.610388,-99.060797,Poste,4,ACTIVA
0107373086,TP647769,AZCATEPEC_DF,0/2/9,19.712437,-98.971859,Poste,1,ACTIVA
0107373394,TP444923,AZCATEPEC_DF,0/2/12,19.714337,-98.963391,Poste,5,ACTIVA
0107374052,TP647885,SAN_PEDRO_ATZOMPA_DF,0/3/5,19.67883,-99.011332,Poste,3,ACTIVA
0107374391,TP644510,SAN_CRISTOBAL_2_DF,0/3/0,19.609135,-99.072241,Poste,4,ACTIVA
0107374470,TP583528,CHICONAUTLA_DF,0/5/3,19.621106,-99.019517,Poste,4,ACTIVA
0107374672,TP584324,HEROES_TECAMAC_DF,0/7/2,19.631887,-99.034203,Poste,7,ACTIVA
0107374701,TP444992,ESPUELAS_DF,0/3/7,19.665988,-99.004234,Poste,8,ACTIVA
0107375367,TP794213,SAN_CRISTOBAL_DF,0/16/7,19.639938,-99.080922,Poste,7,ACTIVA
0107375969,TP415964,CHICONAUTLA_DF,0/4/7,19.628155,-99.007343,Poste,9,ACTIVA
0107376118,TP976274,SAN_CRISTOBAL_DF,0/14/6,19.621135,-99.079178,Poste,14,ACTIVA
0107376366,TP415943,CHICONAUTLA_DF,0/6/8,19.639012,-99.007234,Poste,11,ACTIVA
0107376847,TP651494,SAN_CRISTOBAL_DF,0/1/1,19.622337,-99.066953,Poste,2,ACTIVA
0107376872,TP791974,CHICONAUTLA_DF,0/12/15,19.638549,-99.01579,Poste,11,ACTIVA
0107377270,TP791953,HEROES_TECAMAC_DF,0/3/4,19.611912,-99.037578,Poste,2,ACTIVA
0107377613,TP445062,ESPUELAS_DF,0/2/13,19.670291,-99.019762,Poste,2,ACTIVA
0107377847,TP583395,HEROES_TECAMAC_DF,0/5/14,19.62334,-99.03415,Poste,3,ACTIVA
0107378253,TP791253,CHICONAUTLA_DF,0/12/7,19.618362,-99.023141,Poste,12,ACTIVA
0107378387,TP644800,ESPUELAS_DF,0/5/8,19.665822,-99.032697,Poste,14,ACTIVA
0107378655,TP648313,HEROES_TECAMAC_DF,0/17/9,19.637512,-99.027891,Poste,5,ACTIVA
0107378819,TP583881,HEROES_TECAMAC_DF,0/3/14,19.609162,-99.027516,Poste,11,INACTIVA
0107379111,TP792129,SAN_CRISTOBAL_DF,0/12/9,19.618162,-99.075953,Poste,6,ACTIVA
0107379480,TP631722,AZCATEPEC_DF,0/1/12,19.679313,-98.972828,Poste,8,ACTIVA
0107379849,TP426733,CHICONAUTLA_DF,0/12/0,19.628309,-99.004967,Poste,10,ACTIVA
0107380387,TP582637,AZCATEPEC_DF,0/1/11,19.682003,-98.975197,Poste,11,ACTIVA
0107380491,TP582596,AZCATEPEC_DF,0/2/10,19.713287,-98.970453,Poste,2,ACTIVA
0107380743,TP444935,AZCATEPEC_DF,0/3/2,19.721313,-98.978688,Poste,14,ACTIVA
0107381465,TP80111,HEROES_TECAMAC_DF,0/17/10,19.63759,-99.03166,Poste,7,ACTIVA
0107381682,TP584105,HEROES_TECAMAC_DF,0/16/0,19.621712,-99.037047,Poste,1,ACTIVA
0107381754,TP579857,SAN_CRISTOBAL_DF,0/13/1,19.618687,-99.079297,Poste,2,ACTIVA
0107382297,TP464916,SAN_CRISTOBAL_DF,0/1/2,19.626679,-99.065478,Poste,1,ACTIVA
0107382544,TP584429,CHICONAUTLA_DF,0/3/11,19.618957,-99.018186,Poste,4,ACTIVA
0107382569,TP968611,HEROES_TECAMAC_DF,0/8/4,19.624088,-99.028453,Poste,8,ACTIVA
0107382759,TP652421,SAN_CRISTOBAL_DF,0/6/3,19.620713,-99.051641,Poste,3,ACTIVA
0107383262,TP415923,CHICONAUTLA_DF,0/11/1,19.624416,-99.016514,Poste,4,ACTIVA
0107384324,TP415791,CHICONAUTLA_DF,0/7/3,19.626288,-99.020078,Poste,4,ACTIVA
0107384546,TP648974,HEROES_TECAMAC_2_DF,0/1/8,19.633238,-99.027609,Poste,6,INACTIVA
0107384728,TP618454,HEROES_TECAMAC_DF,0/6/10,19.629388,-99.039922,Poste,12,ACTIVA
0107385189,TP644711,SAN_PEDRO_ATZOMPA_DF,0/1/1,19.628863,-99.014047,Poste,1,ACTIVA
0107385399,TP582717,AZCATEPEC_DF,0/2/2,19.692388,-98.978409,Poste,5,ACTIVA
0107386100,TP794864,SAN_CRISTOBAL_2_DF,0/2/4,19.612337,-99.063172,Poste,2,ACTIVA
0107386128,TP584344,HEROES_TECAMAC_DF,0/1/4,19.631113,-99.028797,Poste,10,ACTIVA
0107386275,TP444994,SAN_PEDRO_ATZOMPA_DF,0/2/12,19.670973,-99.003881,Poste,4,ACTIVA
0107386313,TP579201,SAN_CRISTOBAL_DF,0/13/13,19.638553,-99.070816,Poste,1,ACTIVA
0107386521,TP967449,AZCATEPEC_DF,0/3/4,19.685188,-98.963187,Poste,4,CANCELADA
0107386540,TP651724,SAN_CRISTOBAL_2_DF,0/1/5,19.613873,-99.074151,Poste,3,ACTIVA
0107386958,TP584870,CHICONAUTLA_DF,0/1/6,19.644362,-99.013141,Poste,4,ACTIVA
0107387185,TP792743,SAN_CRISTOBAL_2_DF,0/1/8,19.611862,-99.078828,Poste,3,ACTIVA
0107387258,TP582775,AZCATEPEC_DF,0/8/3,19.709887,-98.968141,Poste,3,ACTIVA
0107387310,TP618570,HEROES_TECAMAC_DF,0/15/0,19.632013,-99.026486,Poste,10,ACTIVA
0107387356,TP464580,SAN_CRISTOBAL_DF,0/1/6,19.636602,-99.068739,Poste,13,ACTIVA
0107387374,TP583765,HEROES_TECAMAC_DF,0/1/12,19.620239,-99.032484,Poste,2,ACTIVA
0107387494,TP618596,HEROES_TECAMAC_DF,0/15/7,19.629237,-99.043297,Poste,6,ACTIVA
0107387617,TP968627,SAN_CRISTOBAL_DF,0/13/6,19.621137,-99.050922,Poste,7,ACTIVA
0107387852,TP537573,SAN_CRISTOBAL_DF,0/5/7,19.625075,-99.064559,Poste,5,ACTIVA
0107387934,TP884169,CHICONAUTLA_DF,0/7/0,19.615962,-99.027922,Edificio,7,ACTIVA
0107387974,TP537573,SAN_CRISTOBAL_DF,0/5/7,19.625075,-99.064559,Poste,7,ACTIVA
0107387984,TP582847,SAN_PEDRO_ATZOMPA_DF,0/5/12,19.680013,-98.979391,Poste,4,ACTIVA
0107388032,TP791825,HEROES_TECAMAC_DF,0/8/15,19.632512,-99.044891,Edificio,4,INACTIVA
0107388388,TP415843,CHICONAUTLA_DF,0/2/12,19.632563,-99.021687,Poste,11,ACTIVA
0107388447,TP792125,SAN_CRISTOBAL_DF,0/11/1,19.618138,-99.076364,Poste,15,ACTIVA
0107390139,TP584238,HEROES_TECAMAC_DF,0/11/10,19.622687,-99.032891,Poste,5,INACTIVA
0107390326,TP583928,HEROES_TECAMAC_DF,0/15/15,19.632838,-99.035453,Poste,1,ACTIVA
0107390333,TP582874,SAN_PEDRO_ATZOMPA_DF,0/4/14,19.675954,-98.984841,Poste,15,ACTIVA
0107390361,TP578520,SAN_CRISTOBAL_DF,0/2/14,19.638862,-99.07761,Poste,8,ACTIVA
0107390426,TP444808,ESPUELAS_DF,0/3/7,19.66705,-99.00429,Poste,4,ACTIVA
0107391579,TP582830,AZCATEPEC_DF,0/2/7,19.707212,-98.972078,Poste,1,ACTIVA
0107391863,TP584965,CHICONAUTLA_DF,0/5/5,19.619988,-99.020047,Poste,12,ACTIVA
0107392299,TP426750,CHICONAUTLA_DF,0/7/14,19.625513,-99.019234,Poste,2,ACTIVA
0107393102,TP648288,HEROES_TECAMAC_2_DF,0/1/0,19.638338,-99.034703,Poste,9,ACTIVA
0107393195,TP792178,SAN_CRISTOBAL_2_DF,0/1/10,19.605812,-99.071705,Poste,1,ACTIVA
0107393332,TP457300,SAN_PEDRO_ATZOMPA_DF,0/1/9,19.676212,-99.000578,Poste,12,ACTIVA
0107393442,TP644072,AZCATEPEC_DF,0/6/12,19.72131,-98.978674,Poste,4,ACTIVA
0107393471,TP444995,ESPUELAS_DF,0/3/7,19.66527,-99.005489,Poste,9,ACTIVA
0107393568,TP582306,AZCATEPEC_DF,0/1/6,19.687162,-98.966515,Poste,2,ACTIVA
0107393672,TP652925,SAN_CRISTOBAL_DF,0/3/13,19.627763,-99.049859,Poste,2,ACTIVA
0107394152,TP884119,HEROES_TECAMAC_DF,0/11/11,19.634348,-99.042491,Edificio,5,ACTIVA
0107394239,TP631635,AZCATEPEC_DF,0/1/8,19.685715,-98.963516,Poste,4,ACTIVA
0107394493,TP457267,SAN_PEDRO_ATZOMPA_DF,0/1/13,19.679087,-98.990672,Poste,11,ACTIVA
0107394861,TP426602,CHICONAUTLA_DF,0/11/5,19.618913,-99.015234,Poste,15,ACTIVA
0107394999,TP794038,SAN_CRISTOBAL_2_DF,0/1/14,19.603687,-99.065629,Poste,7,ACTIVA
0107395385,TP532771,SAN_PEDRO_ATZOMPA_DF,0/5/14,19.684437,-99.001453,Poste,7,ACTIVA
0107395440,TP652855,SAN_CRISTOBAL_DF,0/7/14,19.632713,-99.060985,Poste,9,ACTIVA
0107395866,TP582989,ESPUELAS_DF,0/4/0,19.645313,-99.006016,Poste,1,ACTIVA
0107396188,TP537671,SAN_CRISTOBAL_DF,0/2/1,19.617638,-99.079609,Poste,8,ACTIVA
0107396248,TP631680,AZCATEPEC_DF,0/2/14,19.723287,-98.968703,Poste,16,ACTIVA
0107396447,TP651366,SAN_CRISTOBAL_2_DF,0/1/5,19.613264,-99.072015,Poste,4,CANCELADA
0107396595,TP445013,ESPUELAS_DF,0/2/11,19.65862,-98.994184,Poste,11,ACTIVA
0107397303,TP647418,AZCATEPEC_DF,0/2/1,19.700263,-98.972609,Poste,2,INACTIVA
0107397879,TP884848,SAN_PEDRO_ATZOMPA_DF,0/6/6,19.679464,-99.00286,Poste,3,ACTIVA
0107397926,TP457290,ESPUELAS_DF,0/4/5,19.652168,-99.009775,Poste,12,ACTIVA
0107398035,TP584963,HEROES_TECAMAC_DF,0/16/3,19.62027,-99.03663,Poste,12,ACTIVA
0107398338,TP582571,AZCATEPEC_DF,0/2/13,19.720963,-98.966766,Poste,1,ACTIVA
0107398346,TP631661,AZCATEPEC_DF,0/3/0,19.714837,-98.974328,Poste,1,ACTIVA
0107398521,TP648288,HEROES_TECAMAC_2_DF,0/1/0,19.638338,-99.034703,Poste,16,ACTIVA
0107398721,TP537679,SAN_CRISTOBAL_DF,0/8/0,19.638513,-99.066672,Poste,4,ACTIVA
0107399388,TP632231,HEROES_TECAMAC_DF,0/3/15,19.605773,-99.036511,Poste,16,ACTIVA
0107400164,TP583551,CHICONAUTLA_DF,0/12/9,19.623271,-99.0261,Poste,16,ACTIVA
0107400505,TP445518,SAN_PEDRO_ATZOMPA_DF,0/3/1,19.678187,-99.007203,Poste,14,ACTIVA
0107401108,TP618496,HEROES_TECAMAC_DF,0/11/4,19.606787,-99.03436,Poste,16,ACTIVA
0107401218,TP584641,CHICONAUTLA_DF,0/4/9,19.625788,-99.007765,Poste,7,ACTIVA
0107401720,TP426700,CHICONAUTLA_DF,0/12/1,19.625137,-99.00989,Poste,7,ACTIVA
0107402016,TP582832,AZCATEPEC_DF,0/2/7,19.706497,-98.970331,Poste,7,ACTIVA
0107402272,TP582637,AZCATEPEC_DF,0/1/11,19.682003,-98.975197,Poste,12,ACTIVA
0107402369,TP444935,AZCATEPEC_DF,0/3/2,19.721313,-98.978688,Poste,4,ACTIVA
0107403133,TP647448,SAN_PEDRO_ATZOMPA_DF,0/5/9,19.679564,-98.982511,Poste,1,ACTIVA
0107404159,TP583553,CHICONAUTLA_DF,0/12/9,19.623137,-99.025172,Poste,7,ACTIVA
0107404362,TP884076,AZCATEPEC_DF,0/7/9,19.697167,-98.974173,Poste,5,ACTIVA
0107405163,TP647802,ESPUELAS_DF,0/5/8,19.665463,-99.032368,Poste,4,ACTIVA
0107405338,TP584797,HEROES_TECAMAC_DF,0/8/5,19.624187,-99.033328,Poste,5,ACTIVA
0107405610,TP426628,CHICONAUTLA_DF,0/3/5,19.624105,-99.014692,Poste,14,ACTIVA
0107405791,TP444833,ESPUELAS_DF,0/2/6,19.676112,-99.031922,Poste,2,ACTIVA
0107406010,TP579694,SAN_CRISTOBAL_DF,0/4/13,19.624288,-99.058047,Poste,15,ACTIVA
0107406733,TP583144,HEROES_TECAMAC_DF,0/15/2,19.626229,-99.041222,Poste,7,ACTIVA
0107406968,TP648479,HEROES_TECAMAC_2_DF,0/1/4,19.634788,-99.03089,Poste,8,ACTIVA
0107407262,TP632266,HEROES_TECAMAC_DF,0/16/10,19.637814,-99.041799,Poste,2,ACTIVA
0107407828,TP652333,SAN_CRISTOBAL_DF,0/12/12,19.630236,-99.077698,Poste,3,ACTIVA
0107407849,TP415802,CHICONAUTLA_DF,0/6/10,19.628458,-99.023602,Poste,7,ACTIVA
0107408129,TP794254,SAN_CRISTOBAL_2_DF,0/1/3,19.609926,-99.074768,Poste,1,ACTIVA
0107408164,TP651746,SAN_CRISTOBAL_DF,0/2/6,19.622223,-99.085845,Poste,3,INACTIVA
0107408364,TP791512,HEROES_TECAMAC_DF,0/14/9,19.634887,-99.047297,Edificio,10,ACTIVA
0107408525,TP584641,CHICONAUTLA_DF,0/4/9,19.625788,-99.007765,Poste,12,ACTIVA
0107408538,TP583918,HEROES_TECAMAC_DF,0/15/15,19.632062,-99.037484,Poste,3,ACTIVA
0107408804,TP582830,AZCATEPEC_DF,0/2/7,19.707212,-98.972078,Poste,4,ACTIVA
0107409035,TP444815,AZCATEPEC_DF,0/1/14,19.678687,-98.966547,Poste,3,ACTIVA
0107409103,TP415921,CHICONAUTLA_DF,0/11/1,19.625426,-99.017042,Poste,2,ACTIVA
0107409259,TP457353,SAN_PEDRO_ATZOMPA_DF,0/2/5,19.683238,-98.983453,Poste,7,ACTIVA
0107409509,TP584088,HEROES_TECAMAC_DF,0/11/0,19.610452,-99.035112,Poste,4,ACTIVA
0107409858,TP584851,CHICONAUTLA_DF,0/12/6,19.623712,-99.021299,Poste,4,ACTIVA
0107412381,TP631665,AZCATEPEC_DF,0/3/0,19.711663,-98.977422,Poste,7,ACTIVA
0107412517,TP631665,AZCATEPEC_DF,0/3/0,19.711663,-98.977422,Poste,8,ACTIVA
0107412936,TP631663,AZCATEPEC_DF,0/3/0,19.711368,-98.975243,Poste,3,ACTIVA
0107413035,TP583872,HEROES_TECAMAC_DF,0/12/2,19.639399,-99.03781,Poste,2,ACTIVA
